CDSCode,Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter School Number,Charter Funding Type,IRC,Low Grade,High Grade,Enrollment (K-12),Free Meal Count (K-12),Percent (%) Eligible Free (K-12),FRPM Count (K-12),Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Free Meal Count (Ages 5-17),Percent (%) Eligible Free (Ages 5-17),FRPM Count (Ages 5-17),Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
07617136003727,2014-2015,07,61713,6003727,Contra Costa,Lafayette Elementary,Burton Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,771.0,12.0,0.0155642023346304,12.0,0.0155642023346304,757.0,12.0,0.0158520475561427,12.0,0.0158520475561427,1
07617136003743,2014-2015,07,61713,6003743,Contra Costa,Lafayette Elementary,Happy Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,535.0,5.0,0.00934579439252336,6.0,0.011214953271028,522.0,5.0,0.00957854406130268,6.0,0.0114942528735632,1
07617136003750,2014-2015,07,61713,6003750,Contra Costa,Lafayette Elementary,Lafayette Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,554.0,17.0,0.0306859205776173,17.0,0.0306859205776173,554.0,17.0,0.0306859205776173,17.0,0.0306859205776173,1
07617136003768,2014-2015,07,61713,6003768,Contra Costa,Lafayette Elementary,M. H. Stanley Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1178.0,36.0,0.0305602716468591,36.0,0.0305602716468591,1178.0,36.0,0.0305602716468591,36.0,0.0305602716468591,1
07617136003792,2014-2015,07,61713,6003792,Contra Costa,Lafayette Elementary,Springhill Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,487.0,19.0,0.0390143737166324,19.0,0.0390143737166324,487.0,19.0,0.0390143737166324,19.0,0.0390143737166324,1
07617540106088,2014-2015,07,61754,0106088,Contra Costa,Mt. Diablo Unified,Delta View Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,654.0,276.0,0.422018348623853,352.0,0.53822629969419,634.0,271.0,0.427444794952681,345.0,0.54416403785489,1
07617540730317,2014-2015,07,61754,0730317,Contra Costa,Mt. Diablo Unified,Horizons Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,K,12,138.0,27.0,0.195652173913043,31.0,0.22463768115942,129.0,24.0,0.186046511627907,28.0,0.217054263565891,1
07617540730333,2014-2015,07,61754,0730333,Contra Costa,Mt. Diablo Unified,Gateway High (Continuation),Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,19.0,15.0,0.789473684210526,16.0,0.842105263157895,17.0,14.0,0.823529411764706,15.0,0.882352941176471,1
07617540730358,2014-2015,07,61754,0730358,Contra Costa,Mt. Diablo Unified,Prospect High (Continuation),Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,26.0,12.0,0.461538461538462,12.0,0.461538461538462,25.0,12.0,0.48,12.0,0.48,1
07617540730416,2014-2015,07,61754,0730416,Contra Costa,Mt. Diablo Unified,Crossroads High (Continuation),Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,39.0,30.0,0.769230769230769,34.0,0.871794871794872,28.0,22.0,0.785714285714286,24.0,0.857142857142857,1
07617540731836,2014-2015,07,61754,0731836,Contra Costa,Mt. Diablo Unified,Concord High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,1544.0,578.0,0.374352331606218,746.0,0.483160621761658,1504.0,565.0,0.375664893617021,730.0,0.485372340425532,1
07617540734566,2014-2015,07,61754,0734566,Contra Costa,Mt. Diablo Unified,Mt. Diablo High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,1352.0,892.0,0.659763313609467,1047.0,0.774408284023669,1282.0,850.0,0.663026521060842,998.0,0.778471138845554,1
07617540734764,2014-2015,07,61754,0734764,Contra Costa,Mt. Diablo Unified,Olympic Continuation High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,320.0,202.0,0.63125,217.0,0.678125,242.0,149.0,0.615702479338843,163.0,0.673553719008264,1
07617540737809,2014-2015,07,61754,0737809,Contra Costa,Mt. Diablo Unified,Ygnacio Valley High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,1134.0,753.0,0.664021164021164,857.0,0.755731922398589,1085.0,729.0,0.671889400921659,824.0,0.759447004608295,1
07617546003966,2014-2015,07,61754,6003966,Contra Costa,Mt. Diablo Unified,Bancroft Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,525.0,58.0,0.11047619047619,67.0,0.127619047619048,525.0,58.0,0.11047619047619,67.0,0.127619047619048,1
07617546004030,2014-2015,07,61754,6004030,Contra Costa,Mt. Diablo Unified,El Dorado Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,976.0,545.0,0.558401639344262,652.0,0.668032786885246,976.0,545.0,0.558401639344262,652.0,0.668032786885246,1
07617546004048,2014-2015,07,61754,6004048,Contra Costa,Mt. Diablo Unified,El Monte Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,464.0,245.0,0.52801724137931,292.0,0.629310344827586,456.0,244.0,0.535087719298246,291.0,0.638157894736842,1
07617546004105,2014-2015,07,61754,6004105,Contra Costa,Mt. Diablo Unified,Highlands Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,641.0,90.0,0.140405616224649,116.0,0.180967238689548,625.0,88.0,0.1408,114.0,0.1824,1
07617546004154,2014-2015,07,61754,6004154,Contra Costa,Mt. Diablo Unified,Meadow Homes Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,866.0,773.0,0.892609699769053,817.0,0.943418013856813,854.0,763.0,0.89344262295082,806.0,0.943793911007026,1
07617546004162,2014-2015,07,61754,6004162,Contra Costa,Mt. Diablo Unified,Monte Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,555.0,91.0,0.163963963963964,114.0,0.205405405405405,555.0,91.0,0.163963963963964,114.0,0.205405405405405,1
07617546004246,2014-2015,07,61754,6004246,Contra Costa,Mt. Diablo Unified,Pleasant Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,702.0,127.0,0.180911680911681,150.0,0.213675213675214,686.0,127.0,0.185131195335277,150.0,0.21865889212828,1
07617546004295,2014-2015,07,61754,6004295,Contra Costa,Mt. Diablo Unified,Shore Acres Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,538.0,450.0,0.836431226765799,499.0,0.927509293680297,519.0,437.0,0.842003853564547,484.0,0.932562620423892,1
07617546004394,2014-2015,07,61754,6004394,Contra Costa,Mt. Diablo Unified,Woodside Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,395.0,133.0,0.336708860759494,161.0,0.407594936708861,395.0,133.0,0.336708860759494,161.0,0.407594936708861,1
07617546004410,2014-2015,07,61754,6004410,Contra Costa,Mt. Diablo Unified,Ygnacio Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,510.0,344.0,0.674509803921569,402.0,0.788235294117647,510.0,344.0,0.674509803921569,402.0,0.788235294117647,1
07617546105357,2014-2015,07,61754,6105357,Contra Costa,Mt. Diablo Unified,Sequoia Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,914.0,245.0,0.268052516411379,310.0,0.339168490153173,914.0,245.0,0.268052516411379,310.0,0.339168490153173,1
07617546118087,2014-2015,07,61754,6118087,Contra Costa,Mt. Diablo Unified,Eagle Peak Montessori,Unified School District,Elementary Schools (Public),Traditional,,1,0305,Locally funded,0,1,6,227.0,11.0,0.0484581497797357,12.0,0.052863436123348,227.0,11.0,0.0484581497797357,12.0,0.052863436123348,1
07617620129064,2014-2015,07,61762,0129064,Contra Costa,Oakley Union Elementary,Almond Grove Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,310.0,69.0,0.22258064516129,76.0,0.245161290322581,291.0,66.0,0.22680412371134,73.0,0.25085910652921,1
07617880116863,2014-2015,07,61788,0116863,Contra Costa,Pittsburg Unified,Marina Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,682.0,518.0,0.759530791788856,569.0,0.834310850439883,665.0,506.0,0.760902255639098,557.0,0.837593984962406,1
07617880125435,2014-2015,07,61788,0125435,Contra Costa,Pittsburg Unified,Martin Luther King Jr. Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,706.0,515.0,0.729461756373938,591.0,0.837110481586402,706.0,515.0,0.729461756373938,591.0,0.837110481586402,1
07617880730184,2014-2015,07,61788,0730184,Contra Costa,Pittsburg Unified,Black Diamond High (Continuation),Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,223.0,151.0,0.677130044843049,159.0,0.713004484304933,176.0,123.0,0.698863636363636,130.0,0.738636363636364,1
07617880735407,2014-2015,07,61788,0735407,Contra Costa,Pittsburg Unified,Pittsburg Senior High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,3061.0,1750.0,0.571708591963411,2135.0,0.697484482195361,2937.0,1672.0,0.569288389513109,2045.0,0.696288729996595,1
07617886004527,2014-2015,07,61788,6004527,Contra Costa,Pittsburg Unified,Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,638.0,445.0,0.697492163009404,503.0,0.788401253918495,620.0,431.0,0.695161290322581,487.0,0.785483870967742,1
07617886004535,2014-2015,07,61788,6004535,Contra Costa,Pittsburg Unified,Highlands Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,555.0,390.0,0.702702702702703,449.0,0.809009009009009,535.0,381.0,0.71214953271028,440.0,0.822429906542056,1
07617886004543,2014-2015,07,61788,6004543,Contra Costa,Pittsburg Unified,Los Medanos Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,747.0,527.0,0.705488621151272,596.0,0.797858099062918,733.0,519.0,0.708049113233288,588.0,0.802182810368349,1
07617886004568,2014-2015,07,61788,6004568,Contra Costa,Pittsburg Unified,Parkside Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,682.0,519.0,0.76099706744868,586.0,0.859237536656892,668.0,509.0,0.761976047904192,575.0,0.860778443113772,1
07617886004576,2014-2015,07,61788,6004576,Contra Costa,Pittsburg Unified,Willow Cove Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,684.0,518.0,0.757309941520468,579.0,0.846491228070175,670.0,506.0,0.755223880597015,567.0,0.846268656716418,1
07617886061162,2014-2015,07,61788,6061162,Contra Costa,Pittsburg Unified,Hillview Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,874.0,565.0,0.646453089244851,683.0,0.781464530892448,874.0,565.0,0.646453089244851,683.0,0.781464530892448,1
07617886084966,2014-2015,07,61788,6084966,Contra Costa,Pittsburg Unified,Rancho Medanos Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,873.0,614.0,0.703321878579611,711.0,0.814432989690722,873.0,614.0,0.703321878579611,711.0,0.814432989690722,1
07617886098578,2014-2015,07,61788,6098578,Contra Costa,Pittsburg Unified,Foothill Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,557.0,350.0,0.628366247755835,420.0,0.754039497307002,557.0,350.0,0.628366247755835,420.0,0.754039497307002,1
07617886109383,2014-2015,07,61788,6109383,Contra Costa,Pittsburg Unified,Stoneman Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,648.0,437.0,0.674382716049383,522.0,0.805555555555556,635.0,427.0,0.67244094488189,512.0,0.806299212598425,1
07617960101477,2014-2015,07,61796,0101477,Contra Costa,West Contra Costa Unified,Leadership Public Schools: Richmond,Unified School District,High Schools (Public),Traditional,,1,0557,Directly funded,1,9,12,480.0,382.0,0.795833333333333,455.0,0.947916666666667,461.0,367.0,0.796095444685466,438.0,0.950108459869848,1
07617960110973,2014-2015,07,61796,0110973,Contra Costa,West Contra Costa Unified,Richmond College Preparatory,Unified School District,Elementary Schools (Public),Traditional,,1,0755,Directly funded,1,K,6,444.0,123.0,0.277027027027027,123.0,0.277027027027027,422.0,118.0,0.279620853080569,118.0,0.279620853080569,1
07617960126805,2014-2015,07,61796,0126805,Contra Costa,West Contra Costa Unified,Richmond Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1441,Directly funded,1,6,8,215.0,147.0,0.683720930232558,182.0,0.846511627906977,215.0,147.0,0.683720930232558,182.0,0.846511627906977,1
07617960129643,2014-2015,07,61796,0129643,Contra Costa,West Contra Costa Unified,Richmond Charter Elementary-Benito Juarez,Unified School District,Elementary Schools (Public),Traditional,,1,1660,Directly funded,1,K,5,158.0,96.0,0.607594936708861,121.0,0.765822784810127,158.0,96.0,0.607594936708861,121.0,0.765822784810127,1
07617960730325,2014-2015,07,61796,0730325,Contra Costa,West Contra Costa Unified,Vista High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,K,12,290.0,115.0,0.396551724137931,127.0,0.437931034482759,149.0,94.0,0.630872483221476,105.0,0.704697986577181,1
07617966118368,2014-2015,07,61796,6118368,Contra Costa,West Contra Costa Unified,Manzanita Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0333,Directly funded,1,6,8,154.0,83.0,0.538961038961039,117.0,0.75974025974026,154.0,83.0,0.538961038961039,117.0,0.75974025974026,1
07618040102566,2014-2015,07,61804,0102566,Contra Costa,San Ramon Valley Unified,Hidden Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,1060.0,22.0,0.0207547169811321,34.0,0.0320754716981132,1060.0,22.0,0.0207547169811321,34.0,0.0320754716981132,1
07618040108324,2014-2015,07,61804,0108324,Contra Costa,San Ramon Valley Unified,Windemere Ranch Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1254.0,22.0,0.0175438596491228,28.0,0.0223285486443381,1254.0,22.0,0.0175438596491228,28.0,0.0223285486443381,1
07618040109173,2014-2015,07,61804,0109173,Contra Costa,San Ramon Valley Unified,Quail Run Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,1020.0,53.0,0.0519607843137255,86.0,0.0843137254901961,1020.0,53.0,0.0519607843137255,86.0,0.0843137254901961,1
07618040113118,2014-2015,07,61804,0113118,Contra Costa,San Ramon Valley Unified,Dougherty Valley High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2645.0,112.0,0.04234404536862,156.0,0.0589792060491493,2594.0,109.0,0.0420200462606014,150.0,0.0578257517347725,1
07618040113589,2014-2015,07,61804,0113589,Contra Costa,San Ramon Valley Unified,Live Oak Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,1130.0,47.0,0.0415929203539823,59.0,0.052212389380531,1130.0,47.0,0.0415929203539823,59.0,0.052212389380531,1
07618040116541,2014-2015,07,61804,0116541,Contra Costa,San Ramon Valley Unified,Gale Ranch Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1107.0,58.0,0.0523938572719061,77.0,0.0695573622402891,1107.0,58.0,0.0523938572719061,77.0,0.0695573622402891,1
07618040119032,2014-2015,07,61804,0119032,Contra Costa,San Ramon Valley Unified,Creekside Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,745.0,12.0,0.0161073825503356,18.0,0.0241610738255034,745.0,12.0,0.0161073825503356,18.0,0.0241610738255034,1
07618040730051,2014-2015,07,61804,0730051,Contra Costa,San Ramon Valley Unified,California High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2639.0,78.0,0.0295566502463054,117.0,0.0443349753694581,2558.0,76.0,0.0297107114933542,111.0,0.0433932759968726,1
07618040730218,2014-2015,07,61804,0730218,Contra Costa,San Ramon Valley Unified,Venture (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,K,12,214.0,7.0,0.0327102803738318,9.0,0.0420560747663551,198.0,5.0,0.0252525252525253,7.0,0.0353535353535354,1
07618040734368,2014-2015,07,61804,0734368,Contra Costa,San Ramon Valley Unified,Monte Vista High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2255.0,31.0,0.0137472283813747,34.0,0.0150776053215078,2199.0,30.0,0.0136425648021828,33.0,0.0150068212824011,1
07618040736504,2014-2015,07,61804,0736504,Contra Costa,San Ramon Valley Unified,San Ramon Valley High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2182.0,31.0,0.0142071494042163,40.0,0.0183318056828598,2049.0,30.0,0.0146412884333821,38.0,0.0185456320156174,1
07618040736819,2014-2015,07,61804,0736819,Contra Costa,San Ramon Valley Unified,Del Amigo High (Continuation),Unified School District,Continuation High Schools,Continuation School,,0,,,0,7,12,54.0,7.0,0.12962962962963,8.0,0.148148148148148,44.0,5.0,0.113636363636364,6.0,0.136363636363636,1
07618046005060,2014-2015,07,61804,6005060,Contra Costa,San Ramon Valley Unified,Alamo Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,344.0,4.0,0.0116279069767442,8.0,0.0232558139534884,344.0,4.0,0.0116279069767442,8.0,0.0232558139534884,1
07618046005078,2014-2015,07,61804,6005078,Contra Costa,San Ramon Valley Unified,Charlotte Wood Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1110.0,12.0,0.0108108108108108,23.0,0.0207207207207207,1110.0,12.0,0.0108108108108108,23.0,0.0207207207207207,1
07618046005086,2014-2015,07,61804,6005086,Contra Costa,San Ramon Valley Unified,Country Club Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,550.0,19.0,0.0345454545454545,31.0,0.0563636363636364,523.0,18.0,0.0344168260038241,30.0,0.0573613766730402,1
07618046005094,2014-2015,07,61804,6005094,Contra Costa,San Ramon Valley Unified,Green Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,532.0,6.0,0.0112781954887218,7.0,0.0131578947368421,532.0,6.0,0.0112781954887218,7.0,0.0131578947368421,1
07618046005102,2014-2015,07,61804,6005102,Contra Costa,San Ramon Valley Unified,John Baldwin Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,555.0,13.0,0.0234234234234234,13.0,0.0234234234234234,528.0,13.0,0.0246212121212121,13.0,0.0246212121212121,1
07618046005110,2014-2015,07,61804,6005110,Contra Costa,San Ramon Valley Unified,Los Cerros Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,652.0,17.0,0.0260736196319018,21.0,0.0322085889570552,652.0,17.0,0.0260736196319018,21.0,0.0322085889570552,1
07618046005128,2014-2015,07,61804,6005128,Contra Costa,San Ramon Valley Unified,Montair Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,555.0,10.0,0.018018018018018,10.0,0.018018018018018,532.0,10.0,0.018796992481203,10.0,0.018796992481203,1
07618046005136,2014-2015,07,61804,6005136,Contra Costa,San Ramon Valley Unified,Rancho Romero Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,508.0,5.0,0.00984251968503937,6.0,0.0118110236220472,508.0,5.0,0.00984251968503937,6.0,0.0118110236220472,1
07618046005144,2014-2015,07,61804,6005144,Contra Costa,San Ramon Valley Unified,Stone Valley Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,583.0,8.0,0.0137221269296741,9.0,0.0154373927958834,583.0,8.0,0.0137221269296741,9.0,0.0154373927958834,1
07618046005151,2014-2015,07,61804,6005151,Contra Costa,San Ramon Valley Unified,Vista Grande Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,672.0,8.0,0.0119047619047619,10.0,0.0148809523809524,651.0,8.0,0.0122887864823349,10.0,0.0153609831029186,1
07618046066591,2014-2015,07,61804,6066591,Contra Costa,San Ramon Valley Unified,Neil A. Armstrong Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,592.0,12.0,0.0202702702702703,16.0,0.027027027027027,592.0,12.0,0.0202702702702703,16.0,0.027027027027027,1
07618046071039,2014-2015,07,61804,6071039,Contra Costa,San Ramon Valley Unified,Walt Disney Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,560.0,12.0,0.0214285714285714,16.0,0.0285714285714286,528.0,11.0,0.0208333333333333,15.0,0.0284090909090909,1
07618046089130,2014-2015,07,61804,6089130,Contra Costa,San Ramon Valley Unified,Twin Creeks Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,569.0,24.0,0.0421792618629174,32.0,0.0562390158172232,569.0,24.0,0.0421792618629174,32.0,0.0562390158172232,1
07618046096036,2014-2015,07,61804,6096036,Contra Costa,San Ramon Valley Unified,Greenbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,644.0,6.0,0.0093167701863354,17.0,0.0263975155279503,644.0,6.0,0.0093167701863354,17.0,0.0263975155279503,1
07618046097158,2014-2015,07,61804,6097158,Contra Costa,San Ramon Valley Unified,Montevideo Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,656.0,19.0,0.0289634146341463,23.0,0.0350609756097561,656.0,19.0,0.0289634146341463,23.0,0.0350609756097561,1
07618046097166,2014-2015,07,61804,6097166,Contra Costa,San Ramon Valley Unified,Pine Valley Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1006.0,44.0,0.0437375745526839,59.0,0.058648111332008,1006.0,44.0,0.0437375745526839,59.0,0.058648111332008,1
07618046100952,2014-2015,07,61804,6100952,Contra Costa,San Ramon Valley Unified,Bollinger Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,588.0,11.0,0.0187074829931973,20.0,0.0340136054421769,586.0,11.0,0.0187713310580205,20.0,0.0341296928327645,1
07618046108161,2014-2015,07,61804,6108161,Contra Costa,San Ramon Valley Unified,Golden View Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,670.0,12.0,0.017910447761194,24.0,0.0358208955223881,624.0,12.0,0.0192307692307692,24.0,0.0384615384615385,1
07618046110449,2014-2015,07,61804,6110449,Contra Costa,San Ramon Valley Unified,Sycamore Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,640.0,6.0,0.009375,9.0,0.0140625,640.0,6.0,0.009375,9.0,0.0140625,1
07618046113336,2014-2015,07,61804,6113336,Contra Costa,San Ramon Valley Unified,Iron Horse Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1074.0,27.0,0.0251396648044693,42.0,0.0391061452513966,1074.0,27.0,0.0251396648044693,42.0,0.0391061452513966,1
07618046114326,2014-2015,07,61804,6114326,Contra Costa,San Ramon Valley Unified,Tassajara Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,595.0,9.0,0.0151260504201681,9.0,0.0151260504201681,595.0,9.0,0.0151260504201681,9.0,0.0151260504201681,1
07618046117451,2014-2015,07,61804,6117451,Contra Costa,San Ramon Valley Unified,Diablo Vista Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,941.0,16.0,0.0170031880977683,20.0,0.0212539851222104,941.0,16.0,0.0170031880977683,20.0,0.0212539851222104,1
07618046117485,2014-2015,07,61804,6117485,Contra Costa,San Ramon Valley Unified,Coyote Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,1034.0,33.0,0.0319148936170213,41.0,0.0396518375241779,973.0,29.0,0.0298047276464543,36.0,0.0369989722507708,1
07768100125815,2014-2015,07,76810,0125815,Contra Costa,SBE - Synergy,Synergy,State Board of Education,K-12 Schools (Public),Traditional,,1,1372,Directly funded,0,6,12,202.0,125.0,0.618811881188119,147.0,0.727722772277228,202.0,125.0,0.618811881188119,147.0,0.727722772277228,1
08100820106625,2014-2015,08,10082,0106625,Del Norte,Del Norte County Office of Education,Elk Creek,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,0,,,0,7,12,6.0,6.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,1
08100820106666,2014-2015,08,10082,0106666,Del Norte,Del Norte County Office of Education,Bar-O,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,0,,,0,7,12,15.0,15.0,1.0,15.0,1.0,11.0,11.0,1.0,11.0,1.0,1
08100820109777,2014-2015,08,10082,0109777,Del Norte,Del Norte County Office of Education,Klamath River Early College of the Redwoods,County Office of Education (COE),High Schools (Public),Traditional,,1,0722,Directly funded,1,K,12,50.0,34.0,0.68,38.0,0.76,47.0,31.0,0.659574468085106,35.0,0.74468085106383,1
08100820114116,2014-2015,08,10082,0114116,Del Norte,Del Norte County Office of Education,Uncharted Shores Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,,1,0859,Directly funded,0,K,8,114.0,39.0,0.342105263157895,86.0,0.754385964912281,112.0,39.0,0.348214285714286,84.0,0.75,1
08100820830042,2014-2015,08,10082,0830042,Del Norte,Del Norte County Office of Education,Del Norte Community,County Office of Education (COE),County Community,County Community School,,0,,,0,K,12,35.0,32.0,0.914285714285714,32.0,0.914285714285714,33.0,31.0,0.939393939393939,31.0,0.939393939393939,1
08100820830059,2014-2015,08,10082,0830059,Del Norte,Del Norte County Office of Education,Castle Rock,County Office of Education (COE),K-12 Schools (Public),Traditional,,1,0358,Locally funded,0,K,12,399.0,172.0,0.431077694235589,189.0,0.473684210526316,320.0,150.0,0.46875,166.0,0.51875,1
08618200833004,2014-2015,08,61820,0833004,Del Norte,Del Norte County Unified,Del Norte High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,904.0,431.0,0.476769911504425,488.0,0.539823008849557,871.0,416.0,0.477611940298507,472.0,0.541905855338691,1
08618200836205,2014-2015,08,61820,0836205,Del Norte,Del Norte County Unified,Sunset High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,72.0,46.0,0.638888888888889,47.0,0.652777777777778,57.0,32.0,0.56140350877193,33.0,0.578947368421053,1
08618206005375,2014-2015,08,61820,6005375,Del Norte,Del Norte County Unified,Bess Maxwell Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,264.0,181.0,0.685606060606061,206.0,0.78030303030303,254.0,175.0,0.688976377952756,200.0,0.78740157480315,1
08618206005383,2014-2015,08,61820,6005383,Del Norte,Del Norte County Unified,Crescent Elk Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,482.0,280.0,0.580912863070539,315.0,0.653526970954357,482.0,280.0,0.580912863070539,315.0,0.653526970954357,1
08618206005391,2014-2015,08,61820,6005391,Del Norte,Del Norte County Unified,Joe Hamilton Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,310.0,235.0,0.758064516129032,253.0,0.816129032258065,307.0,232.0,0.755700325732899,250.0,0.814332247557003,1
08618206005417,2014-2015,08,61820,6005417,Del Norte,Del Norte County Unified,Margaret Keating Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,92.0,87.0,0.945652173913043,88.0,0.956521739130435,91.0,86.0,0.945054945054945,87.0,0.956043956043956,1
08618206005425,2014-2015,08,61820,6005425,Del Norte,Del Norte County Unified,Mountain Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,25.0,15.0,0.6,18.0,0.72,25.0,15.0,0.6,18.0,0.72,1
